STUDENTS.ID,STU.TYPES,STU.TYPE.DATES,STU.TYPE.END.DATES,EffectiveDatetime,CurrentFlag
5003700,CCPP,2019-03-28,2020-06-01,2021-12-18T04:24:42Z,Y
5007848,NULL,2022-08-05,9999-12-31,2021-10-26T03:24:43Z,Y
5098114,CCPP,2018-06-12,2020-06-01,2021-11-16T04:24:44Z,Y
5007848,CCPP,2020-03-19,2022-08-05,2021-10-26T03:24:43Z,Y
5014151,NULL,2019-08-05,9999-12-31,2020-02-13T18:54:13Z,Y
5014151,CCPP,2018-08-14,2019-08-05,2020-02-13T18:54:13Z,Y
5091001,CCPP,2018-06-27,2020-08-05,2020-02-13T18:54:10Z,Y
5045841,NULL,2020-08-05,9999-12-31,2020-02-13T18:54:24Z,Y
5010559,CCPP,2018-08-14,2019-08-05,2020-02-13T18:54:13Z,Y
5001054,CCPP,2015-06-17,2020-08-05,2020-02-13T18:54:24Z,Y
5060882,NULL,2022-08-05,9999-12-31,2021-12-01T04:24:38Z,Y
5029593,NULL,2020-08-05,9999-12-31,2020-02-13T18:53:55Z,Y
5053945,NULL,2022-08-05,9999-12-31,2022-01-13T04:24:40Z,Y
5045841,CCPP,2015-06-17,2020-08-05,2020-02-13T18:54:24Z,Y
5029593,CCPP,2019-08-15,2020-08-05,2020-02-13T18:53:55Z,Y
5091996,NULL,2022-08-05,9999-12-31,2022-01-12T04:24:41Z,Y
5041991,NULL,2021-05-15,9999-12-31,2020-05-25T21:44:29Z,Y
5053945,CCPP,2020-06-19,2022-08-05,2022-01-13T04:24:40Z,Y
5041991,SPOU,2020-01-12,2021-05-15,2020-05-25T21:44:29Z,Y
5041991,NULL,2018-08-01,2020-01-12,2020-05-25T21:44:29Z,Y
5041991,EMPD,2018-05-21,2018-08-01,2020-05-25T21:44:29Z,Y
5084376,NULL,2022-08-05,9999-12-31,2022-03-19T03:24:38Z,Y
5014254,NULL,2020-08-05,9999-12-31,2020-02-13T18:54:09Z,Y
5091996,CCPP,2020-06-19,2022-08-05,2022-01-12T04:24:41Z,Y
5029305,NULL,2020-08-05,9999-12-31,2021-07-07T03:24:41Z,Y
5081965,CCPP,2019-07-22,2020-08-05,2021-12-03T04:24:41Z,Y
5048481,NULL,2020-06-01,9999-12-31,2020-04-25T03:25:42Z,Y
5048481,CCPP,2018-08-09,2020-06-01,2020-04-25T03:25:42Z,Y
5029305,CCPP,2017-06-20,2020-08-05,2021-07-07T03:24:41Z,Y
5031342,NULL,2022-08-05,9999-12-31,2022-01-07T04:24:39Z,Y
5060882,CCPP,2020-06-19,2022-08-05,2021-12-01T04:24:38Z,Y
5088044,NULL,2020-06-01,9999-12-31,2020-04-28T03:25:39Z,Y
5084009,CCPP,2016-06-15,2020-08-05,2021-11-09T04:24:38Z,Y
5089854,CCPP,2016-06-15,2020-08-05,2020-02-13T18:54:08Z,Y
5070826,NULL,2020-08-05,9999-12-31,2020-02-13T18:54:18Z,Y
5056588,NULL,2020-08-05,9999-12-31,2020-03-11T22:59:19Z,Y
5056588,CCPP,2019-12-17,2020-08-05,2020-03-11T22:59:19Z,Y
5070826,CCPP,2019-01-06,2020-08-05,2020-02-13T18:54:18Z,Y
5081965,NULL,2020-08-05,9999-12-31,2021-12-03T04:24:41Z,Y
5088044,CCPP,2019-03-20,2020-06-01,2020-04-28T03:25:39Z,Y
5036766,NULL,2020-06-01,9999-12-31,2022-03-24T03:24:40Z,Y
5079991,NULL,2021-08-05,9999-12-31,2020-08-19T03:25:25Z,Y
5084376,CCPP,2020-06-19,2022-08-05,2022-03-19T03:24:38Z,Y
5050248,NULL,2020-06-01,9999-12-31,2022-03-25T03:24:37Z,Y
5031342,CCPP,2020-03-30,2022-08-05,2022-01-07T04:24:39Z,Y
5093961,NULL,2021-08-05,9999-12-31,2020-12-08T04:24:40Z,Y
5050248,CCPP,2019-06-03,2020-06-01,2022-03-25T03:24:37Z,Y
5036766,CCPP,2019-01-06,2020-06-01,2022-03-24T03:24:40Z,Y
5025625,NULL,2020-06-01,9999-12-31,2022-01-15T04:24:42Z,Y
5047703,NULL,2022-08-05,9999-12-31,2021-10-26T03:24:43Z,Y
5088004,CCPP,2017-08-03,2021-08-05,2021-05-26T03:24:36Z,Y
5025625,CCPP,2019-04-10,2020-06-01,2022-01-15T04:24:42Z,Y
5026093,NULL,2020-06-01,9999-12-31,2021-12-21T04:24:43Z,Y
5088004,NULL,2021-08-05,9999-12-31,2021-05-26T03:24:36Z,Y
5026379,NULL,2022-08-05,9999-12-31,2021-06-23T03:24:37Z,Y
5051209,CCPP,2017-06-20,2021-08-05,2020-12-19T04:24:37Z,Y
5086129,NULL,2022-08-05,9999-12-31,2022-04-02T03:24:39Z,Y
5026379,CCPP,2020-03-30,2022-08-05,2021-06-23T03:24:37Z,Y
5026093,CCPP,2019-04-10,2020-06-01,2021-12-21T04:24:43Z,Y
5013025,NULL,2020-06-01,9999-12-31,2020-04-25T03:25:18Z,Y
5047703,CCPP,2020-03-26,2022-08-05,2021-10-26T03:24:43Z,Y
5078754,NULL,2022-08-05,9999-12-31,2021-11-11T04:24:43Z,Y
5070648,NULL,2021-08-05,9999-12-31,2020-12-09T04:24:36Z,Y
5019074,NULL,2020-06-01,9999-12-31,2020-11-25T04:24:36Z,Y
5093961,CCPP,2018-06-27,2021-08-05,2020-12-08T04:24:40Z,Y
5069320,NULL,2020-06-01,9999-12-31,2020-04-25T03:25:27Z,Y
5019074,CCPP,2019-08-15,2020-06-01,2020-11-25T04:24:36Z,Y
5069320,CCPP,2019-08-15,2020-06-01,2020-04-25T03:25:27Z,Y
5086129,CCPP,2020-03-26,2022-08-05,2022-04-02T03:24:39Z,Y
5070648,CCPP,2019-03-28,2021-08-05,2020-12-09T04:24:36Z,Y
5013025,CCPP,2019-04-16,2020-06-01,2020-04-25T03:25:18Z,Y
5060727,NULL,2020-06-01,9999-12-31,2020-04-25T03:25:18Z,Y
5076781,CCPP,2021-01-11,2021-08-05,2022-01-07T04:24:41Z,Y
5060727,CCPP,2019-04-16,2020-06-01,2020-04-25T03:25:18Z,Y
5090540,NULL,2020-06-01,9999-12-31,2021-12-01T04:24:40Z,Y
5090540,CCPP,2019-04-16,2020-06-01,2021-12-01T04:24:40Z,Y
5067174,CCPP,2021-01-06,2021-08-05,2021-02-03T04:24:42Z,Y
5090459,NULL,2022-08-05,9999-12-31,2022-01-08T04:24:39Z,Y
5076781,NULL,2021-08-05,9999-12-31,2022-01-07T04:24:41Z,Y
5046457,NULL,2021-08-05,9999-12-31,2022-01-14T04:24:41Z,Y
5090459,CCPP,2020-04-01,2022-08-05,2022-01-08T04:24:39Z,Y
5074925,CCPP,2019-03-28,2020-06-01,2022-03-24T03:24:40Z,Y
5098609,CCPP,2019-03-28,2020-06-01,2020-09-05T03:25:23Z,Y
5046457,CCPP,2021-01-11,2021-08-05,2022-01-14T04:24:41Z,Y
5069983,NULL,2022-08-05,9999-12-31,2021-08-24T03:24:36Z,Y
5078754,CCPP,2020-03-25,2022-08-05,2021-11-11T04:24:43Z,Y
5068003,NULL,2022-08-05,9999-12-31,2021-11-04T03:24:39Z,Y
5051209,NULL,2021-08-05,9999-12-31,2020-12-19T04:24:37Z,Y
5068003,CCPP,2020-06-18,2022-08-05,2021-11-04T03:24:39Z,Y
5069983,CCPP,2020-05-04,2022-08-05,2021-08-24T03:24:36Z,Y
5041839,NULL,2022-08-05,9999-12-31,2022-02-01T04:24:42Z,Y
5049543,CCPP,2016-06-14,2021-08-05,2021-01-23T04:24:39Z,Y
5049543,NULL,2021-08-05,9999-12-31,2021-01-23T04:24:39Z,Y
5098609,NULL,2020-06-01,9999-12-31,2020-09-05T03:25:23Z,Y
5053119,NULL,2020-06-01,9999-12-31,2020-09-05T03:25:24Z,Y
5057203,NULL,2022-08-05,9999-12-31,2021-06-16T03:24:41Z,Y
5074925,NULL,2020-06-01,9999-12-31,2022-03-24T03:24:40Z,Y
5032254,NULL,2020-06-01,9999-12-31,2020-04-28T03:25:16Z,Y
5038574,NULL,2022-08-05,9999-12-31,2021-05-21T03:24:40Z,Y
5057203,CCPP,2021-04-29,2022-08-05,2021-06-16T03:24:41Z,Y
5053119,CCPP,2019-03-28,2020-06-01,2020-09-05T03:25:24Z,Y
5056001,NULL,2021-08-05,9999-12-31,2020-10-27T03:25:41Z,Y
5032254,CCPP,2019-03-28,2020-06-01,2020-04-28T03:25:16Z,Y
5041839,CCPP,2021-04-29,2022-08-05,2022-02-01T04:24:42Z,Y
5056001,CCPP,2016-06-10,2021-08-05,2020-10-27T03:25:41Z,Y
5092009,NULL,2021-08-05,9999-12-31,2020-10-27T03:25:26Z,Y
5092009,CCPP,2017-08-08,2021-08-05,2020-10-27T03:25:26Z,Y
5057349,NULL,2022-08-05,9999-12-31,2022-03-26T03:24:37Z,Y
5078666,CCPP,2018-06-19,2020-06-01,2021-04-15T03:24:38Z,Y
5035871,CCPP,2018-06-13,2020-06-01,2020-04-25T03:25:41Z,Y
5038574,CCPP,2021-03-23,2022-08-05,2021-05-21T03:24:40Z,Y
5029374,CCPP,2018-06-28,2021-08-05,2020-10-27T03:25:42Z,Y
5057349,CCPP,2021-04-29,2022-08-05,2022-03-26T03:24:37Z,Y
5078666,NULL,2020-06-01,9999-12-31,2021-04-15T03:24:38Z,Y
5029374,NULL,2021-08-05,9999-12-31,2020-10-27T03:25:42Z,Y
5035871,NULL,2020-06-01,9999-12-31,2020-04-25T03:25:41Z,Y
5097646,CCPP,2018-06-19,2020-06-01,2020-04-28T03:25:41Z,Y
5005102,NULL,2021-08-05,9999-12-31,2020-10-27T03:25:25Z,Y
5079991,CCPP,2019-03-28,2021-08-05,2020-08-19T03:25:25Z,Y
5005102,CCPP,2017-07-24,2021-08-05,2020-10-27T03:25:25Z,Y
5096534,CCPP,2018-06-19,2020-06-01,2020-04-28T03:25:42Z,Y
5095778,CCPP,2018-06-11,2020-06-01,2020-04-28T03:25:42Z,Y
5086378,NULL,2022-08-05,9999-12-31,2021-11-10T04:24:41Z,Y
5087630,NULL,2020-06-01,9999-12-31,2020-04-28T03:25:35Z,Y
5093106,NULL,2022-08-05,9999-12-31,2021-11-10T04:24:41Z,Y
5025475,NULL,2020-06-01,9999-12-31,2020-04-28T03:25:42Z,Y
5093106,CCPP,2021-04-29,2022-08-05,2021-11-10T04:24:41Z,Y
5098400,NULL,2021-08-05,9999-12-31,2022-01-19T04:24:42Z,Y
5087630,CCPP,2018-06-14,2020-06-01,2020-04-28T03:25:35Z,Y
5025475,CCPP,2018-06-14,2020-06-01,2020-04-28T03:25:42Z,Y
5098400,CCPP,2019-03-28,2021-08-05,2022-01-19T04:24:42Z,Y
5017589,NULL,2020-06-01,9999-12-31,2020-04-28T03:25:42Z,Y
5073419,NULL,2020-06-01,9999-12-31,2021-11-03T03:24:43Z,Y
5017589,CCPP,2018-06-19,2020-06-01,2020-04-28T03:25:42Z,Y
5015026,NULL,2020-06-01,9999-12-31,2020-04-28T03:25:39Z,Y
5008686,NULL,2021-08-05,9999-12-31,2020-10-27T03:25:15Z,Y
5073419,CCPP,2018-05-08,2020-06-01,2021-11-03T03:24:43Z,Y
5096534,NULL,2020-06-01,9999-12-31,2020-04-28T03:25:42Z,Y
5082024,NULL,2021-08-05,9999-12-31,2020-10-27T03:25:16Z,Y
5015026,CCPP,2018-06-19,2020-06-01,2020-04-28T03:25:39Z,Y
5008686,CCPP,2019-03-28,2021-08-05,2020-10-27T03:25:15Z,Y
5099398,NULL,2020-06-01,9999-12-31,2020-04-28T03:25:42Z,Y
5097646,NULL,2020-06-01,9999-12-31,2020-04-28T03:25:41Z,Y
5082024,CCPP,2019-03-28,2021-08-05,2020-10-27T03:25:16Z,Y
5048427,NULL,2021-08-05,9999-12-31,2021-09-09T03:24:39Z,Y
5095778,NULL,2020-06-01,9999-12-31,2020-04-28T03:25:42Z,Y
5055158,NULL,2022-08-05,9999-12-31,2021-10-26T03:24:40Z,Y
5052049,NULL,2021-08-05,9999-12-31,2020-11-03T04:25:15Z,Y
5099398,CCPP,2018-06-19,2020-06-01,2020-04-28T03:25:42Z,Y
5055158,CCPP,2021-05-04,2022-08-05,2021-10-26T03:24:40Z,Y
5052049,CCPP,2019-03-28,2021-08-05,2020-11-03T04:25:15Z,Y
5048427,CCPP,2019-03-28,2021-08-05,2021-09-09T03:24:39Z,Y
5040828,NULL,2022-08-05,9999-12-31,2021-10-28T03:24:41Z,Y
5086378,CCPP,2021-05-03,2022-08-05,2021-11-10T04:24:41Z,Y
5088900,NULL,2022-08-05,9999-12-31,2022-02-05T04:24:41Z,Y
5034174,NULL,2021-08-05,9999-12-31,2022-04-05T03:24:38Z,Y
5040828,CCPP,2021-05-04,2022-08-05,2021-10-28T03:24:41Z,Y
5052329,NULL,2021-08-05,9999-12-31,2022-02-05T04:24:41Z,Y
5061640,NULL,2021-08-05,9999-12-31,2022-02-05T04:24:41Z,Y
5088900,CCPP,2021-05-03,2022-08-05,2022-02-05T04:24:41Z,Y
5086898,NULL,2022-08-05,9999-12-31,2021-12-21T04:24:43Z,Y
5061640,CCPP,2019-03-28,2021-08-05,2022-02-05T04:24:41Z,Y
5068082,NULL,2022-08-05,9999-12-31,2022-02-01T04:24:42Z,Y
5052329,CCPP,2019-04-10,2021-08-05,2022-02-05T04:24:41Z,Y
5005942,NULL,2022-08-05,9999-12-31,2021-10-26T03:24:41Z,Y
5005942,CCPP,2021-06-07,2022-08-05,2021-10-26T03:24:41Z,Y
5050581,NULL,2022-08-05,9999-12-31,2021-09-09T03:24:39Z,Y
5086898,CCPP,2021-05-25,2022-08-05,2021-12-21T04:24:43Z,Y
5068082,CCPP,2021-05-25,2022-08-05,2022-02-01T04:24:42Z,Y
5027212,NULL,2022-08-05,9999-12-31,2021-10-27T03:24:41Z,Y
5027198,NULL,2022-08-05,9999-12-31,2022-02-17T04:24:42Z,Y
5065560,NULL,2021-08-05,9999-12-31,2020-08-06T03:25:29Z,Y
5027212,CCPP,2021-06-15,2022-08-05,2021-10-27T03:24:41Z,Y
5027198,CCPP,2021-06-10,2022-08-05,2022-02-17T04:24:42Z,Y
5050581,CCPP,2021-05-05,2022-08-05,2021-09-09T03:24:39Z,Y
5074913,NULL,2021-08-05,9999-12-31,2020-10-27T03:25:16Z,Y
5076144,NULL,2021-08-05,9999-12-31,2020-10-27T03:25:16Z,Y
5017850,NULL,2021-08-05,9999-12-31,2020-11-13T04:24:37Z,Y
5074913,CCPP,2019-03-28,2021-08-05,2020-10-27T03:25:16Z,Y
5076144,CCPP,2019-03-28,2021-08-05,2020-10-27T03:25:16Z,Y
5065560,CCPP,2019-04-22,2021-08-05,2020-08-06T03:25:29Z,Y
5034174,CCPP,2019-04-16,2021-08-05,2022-04-05T03:24:38Z,Y
5082977,NULL,2022-08-05,9999-12-31,2021-10-29T03:24:40Z,Y
5017850,CCPP,2019-05-01,2021-08-05,2020-11-13T04:24:37Z,Y
5082977,CCPP,2021-06-10,2022-08-05,2021-10-29T03:24:40Z,Y
5012524,NULL,2021-08-05,9999-12-31,2020-08-06T03:25:29Z,Y
5012524,CCPP,2019-04-23,2021-08-05,2020-08-06T03:25:29Z,Y
5013260,NULL,2021-08-05,9999-12-31,2020-10-27T03:25:18Z,Y
5039409,NULL,2021-08-05,9999-12-31,2020-10-28T03:25:19Z,Y
5039409,CCPP,2019-04-24,2021-08-05,2020-10-28T03:25:19Z,Y
5092003,NULL,2022-08-05,9999-12-31,2021-10-27T03:24:41Z,Y
5010685,NULL,2021-08-05,9999-12-31,2020-10-27T03:25:19Z,Y
5059674,NULL,2021-08-05,9999-12-31,2021-02-26T04:24:37Z,Y
5010685,CCPP,2019-04-16,2021-08-05,2020-10-27T03:25:19Z,Y
5071982,NULL,2022-08-05,9999-12-31,2021-06-23T03:24:37Z,Y
5059674,CCPP,2019-04-16,2021-08-05,2021-02-26T04:24:37Z,Y
5071982,CCPP,2020-03-27,2022-08-05,2021-06-23T03:24:37Z,Y
5013260,CCPP,2019-04-15,2021-08-05,2020-10-27T03:25:18Z,Y
5092003,CCPP,2021-06-18,2022-08-05,2021-10-27T03:24:41Z,Y
5025424,NULL,2021-08-05,9999-12-31,2020-11-19T04:24:37Z,Y
5025614,NULL,2022-08-05,9999-12-31,2021-10-27T03:24:41Z,Y
5084245,NULL,2021-08-05,9999-12-31,2021-08-10T15:13:12Z,Y
5025424,CCPP,2019-05-06,2021-08-05,2020-11-19T04:24:37Z,Y
5084245,CCPP,2019-08-19,2021-08-05,2021-08-10T15:13:12Z,Y
5024765,NULL,2022-08-05,9999-12-31,2022-02-05T04:24:41Z,Y
5025614,CCPP,2021-06-16,2022-08-05,2021-10-27T03:24:41Z,Y
5055937,NULL,2022-08-05,9999-12-31,2021-10-27T03:24:41Z,Y
5055937,CCPP,2021-06-16,2022-08-05,2021-10-27T03:24:41Z,Y
5088023,NULL,2022-08-05,9999-12-31,2021-09-09T03:24:39Z,Y
5081305,NULL,2021-08-05,9999-12-31,2021-10-28T03:24:41Z,Y
5007094,NULL,2022-08-05,9999-12-31,2022-03-24T03:24:41Z,Y
5081305,CCPP,2019-04-15,2021-08-05,2021-10-28T03:24:41Z,Y
5031553,NULL,2021-08-05,9999-12-31,2020-08-20T03:25:43Z,Y
5093279,NULL,2022-08-05,9999-12-31,2021-10-27T03:24:41Z,Y
5031553,CCPP,2020-01-13,2021-08-05,2020-08-20T03:25:43Z,Y
5093279,CCPP,2021-06-17,2022-08-05,2021-10-27T03:24:41Z,Y
5007094,CCPP,2021-07-29,2022-08-05,2022-03-24T03:24:41Z,Y
5006030,NULL,2021-08-05,9999-12-31,2022-03-22T03:24:37Z,Y
5017477,NULL,2021-08-05,9999-12-31,2021-12-03T04:24:42Z,Y
5024765,CCPP,2021-06-18,2022-08-05,2022-02-05T04:24:41Z,Y
5006030,CCPP,2020-03-19,2021-08-05,2022-03-22T03:24:37Z,Y
5080380,NULL,2021-08-05,9999-12-31,2022-01-14T04:24:39Z,Y
5088023,CCPP,2021-06-18,2022-08-05,2021-09-09T03:24:39Z,Y
5069156,NULL,2021-08-05,9999-12-31,2020-10-27T03:25:36Z,Y
5069302,NULL,2022-08-05,9999-12-31,2021-10-27T03:24:41Z,Y
5017477,CCPP,2020-03-17,2021-08-05,2021-12-03T04:24:42Z,Y
5011810,NULL,2022-08-05,9999-12-31,2021-10-27T03:24:41Z,Y
5061635,NULL,2021-08-05,9999-12-31,2020-06-20T03:25:15Z,Y
5060511,NULL,2021-08-05,9999-12-31,2021-12-11T04:24:39Z,Y
5080380,CCPP,2020-03-17,2021-08-05,2022-01-14T04:24:39Z,Y
5088062,NULL,2022-08-05,9999-12-31,2021-10-27T03:24:41Z,Y
5016165,NULL,2022-08-05,9999-12-31,2021-12-03T04:24:40Z,Y
5011810,CCPP,2021-06-18,2022-08-05,2021-10-27T03:24:41Z,Y
5069302,CCPP,2021-06-18,2022-08-05,2021-10-27T03:24:41Z,Y
5069156,CCPP,2020-03-19,2021-08-05,2020-10-27T03:25:36Z,Y
5061635,CCPP,2020-03-17,2021-08-05,2020-06-20T03:25:15Z,Y
5055209,NULL,2021-08-05,9999-12-31,2021-02-16T04:24:40Z,Y
5087465,NULL,2021-08-05,9999-12-31,2022-04-01T03:24:40Z,Y
5088062,CCPP,2021-06-18,2022-08-05,2021-10-27T03:24:41Z,Y
5016165,CCPP,2021-08-13,2022-08-05,2021-12-03T04:24:40Z,Y
5087465,CCPP,2020-03-17,2021-08-05,2022-04-01T03:24:40Z,Y
5060511,CCPP,2020-04-01,2021-08-05,2021-12-11T04:24:39Z,Y
5057712,NULL,2021-08-05,9999-12-31,2022-01-12T04:24:39Z,Y
5055209,CCPP,2020-03-16,2021-08-05,2021-02-16T04:24:40Z,Y
5044723,NULL,2022-08-05,9999-12-31,2022-01-06T04:24:44Z,Y
5007358,NULL,2021-08-05,9999-12-31,2020-09-05T03:25:13Z,Y
5017241,NULL,2021-08-05,9999-12-31,2021-02-16T04:24:40Z,Y
5057712,CCPP,2020-03-18,2021-08-05,2022-01-12T04:24:39Z,Y
5044723,CCPP,2021-08-16,2022-08-05,2022-01-06T04:24:44Z,Y
5017241,CCPP,2020-04-01,2021-08-05,2021-02-16T04:24:40Z,Y
5016691,NULL,2021-08-05,9999-12-31,2021-01-05T04:24:40Z,Y
5051941,NULL,2022-08-05,9999-12-31,2021-08-25T03:24:39Z,Y
5074176,NULL,2022-08-05,9999-12-31,2021-09-09T03:24:40Z,Y
5016791,NULL,2022-08-05,9999-12-31,2021-10-26T03:24:40Z,Y
5007358,CCPP,2020-06-17,2021-08-05,2020-09-05T03:25:13Z,Y
5016691,CCPP,2020-05-20,2021-08-05,2021-01-05T04:24:40Z,Y
5016791,CCPP,2021-08-02,2022-08-05,2021-10-26T03:24:40Z,Y
5051941,CCPP,2021-08-16,2022-08-05,2021-08-25T03:24:39Z,Y
5022298,NULL,2021-08-05,9999-12-31,2021-02-11T04:24:39Z,Y
5074176,CCPP,2021-08-16,2022-08-05,2021-09-09T03:24:40Z,Y
5094023,NULL,2022-08-05,9999-12-31,2022-02-01T04:24:42Z,Y
5060821,NULL,2021-08-05,9999-12-31,2020-11-19T04:24:40Z,Y
5065678,NULL,2022-08-05,9999-12-31,2021-09-09T03:24:40Z,Y
5094023,CCPP,2021-08-16,2022-08-05,2022-02-01T04:24:42Z,Y
5012525,NULL,2021-08-05,9999-12-31,2021-02-16T04:24:40Z,Y
5060821,CCPP,2020-06-05,2021-08-05,2020-11-19T04:24:40Z,Y
5065678,CCPP,2021-08-16,2022-08-05,2021-09-09T03:24:40Z,Y
5001397,NULL,2021-08-05,9999-12-31,2020-09-05T03:25:14Z,Y
5065242,NULL,2021-08-05,9999-12-31,2022-03-11T04:24:37Z,Y
5062975,NULL,2021-08-05,9999-12-31,2021-08-24T03:24:37Z,Y
5022298,CCPP,2020-03-30,2021-08-05,2021-02-11T04:24:39Z,Y
5054605,NULL,2022-08-05,9999-12-31,2021-09-09T03:24:40Z,Y
5062975,CCPP,2020-05-12,2021-08-05,2021-08-24T03:24:37Z,Y
5054605,CCPP,2021-08-16,2022-08-05,2021-09-09T03:24:40Z,Y
5008626,NULL,2022-08-05,9999-12-31,2021-10-27T03:24:41Z,Y
5001397,CCPP,2020-07-07,2021-08-05,2020-09-05T03:25:14Z,Y
5034371,NULL,2022-08-05,9999-12-31,2021-11-24T04:24:41Z,Y
5012525,CCPP,2020-03-30,2021-08-05,2021-02-16T04:24:40Z,Y
5008626,CCPP,2021-06-18,2022-08-05,2021-10-27T03:24:41Z,Y
5034371,CCPP,2021-06-18,2022-08-05,2021-11-24T04:24:41Z,Y
5065242,CCPP,2020-03-23,2021-08-05,2022-03-11T04:24:37Z,Y
5026987,NULL,2022-08-05,9999-12-31,2022-03-26T03:24:37Z,Y
5098386,NULL,2022-08-05,9999-12-31,2022-02-05T04:24:42Z,Y
5071938,NULL,2022-08-05,9999-12-31,2021-12-14T04:24:38Z,Y
5026987,CCPP,2021-07-30,2022-08-05,2022-03-26T03:24:37Z,Y
5046770,NULL,2021-08-05,9999-12-31,2022-03-17T03:24:37Z,Y
5071938,CCPP,2021-12-10,2022-08-05,2021-12-14T04:24:38Z,Y
5092535,NULL,2021-08-05,9999-12-31,2021-02-03T04:24:42Z,Y
5098386,CCPP,2021-08-17,2022-08-05,2022-02-05T04:24:42Z,Y
5092535,CCPP,2020-12-08,2021-08-05,2021-02-03T04:24:42Z,Y
5094917,NULL,2022-08-05,9999-12-31,2022-01-06T04:24:39Z,Y
5094917,CCPP,2021-12-17,2022-08-05,2022-01-06T04:24:39Z,Y
5098494,NULL,2022-08-05,9999-12-31,2021-12-23T04:24:38Z,Y
5093036,NULL,2021-08-05,9999-12-31,2021-05-20T03:24:40Z,Y
5098494,CCPP,2021-12-17,2022-08-05,2021-12-23T04:24:38Z,Y
5021454,NULL,2021-08-05,9999-12-31,2021-05-06T03:24:38Z,Y
5046770,CCPP,2020-03-26,2021-08-05,2022-03-17T03:24:37Z,Y
5050753,NULL,2021-08-05,9999-12-31,2021-04-22T03:24:39Z,Y
5050753,CCPP,2020-08-16,2021-08-05,2021-04-22T03:24:39Z,Y
5067174,NULL,2021-08-05,9999-12-31,2021-02-03T04:24:42Z,Y
5021454,CCPP,2020-04-03,2021-08-05,2021-05-06T03:24:38Z,Y
5093036,CCPP,2021-01-06,2021-08-05,2021-05-20T03:24:40Z,Y
5007967,NULL,2022-01-03,9999-12-31,2021-02-03T04:24:42Z,Y
5007967,ISQV,2021-01-06,2022-01-03,2021-02-03T04:24:42Z,Y
5016564,NULL,2019-08-01,9999-12-31,2020-05-21T03:25:48Z,Y
5016564,ISQV,2019-05-19,2019-08-01,2020-05-21T03:25:48Z,Y
